# CATH_ID	S35_REPS	DOMAINS	NAME
3.30.70.1150	7	94	ACT-like. Chain A, domain 2
3.30.70.1170	5	32	Sun protein; domain 3
3.30.70.1180	1	1	Vacuolar atp synthase subunit c; domain 1
3.30.70.1200	1	14	Crispr-associated protein; domain 1
3.30.70.1210	1	19	Crispr-associated protein; domain 2
3.30.70.1220	2	6	General transcription factor iih, polypeptide 5.
3.30.70.1230	10	93	Adenylyl Cyclase, chain A
3.30.70.1240	1	8	DOPA-like domains
3.30.70.1250	1	66	Phosphopentomutase
3.30.70.1260	1	4	bacterial protein sp0830 like
3.30.70.1270	1	1	Api92-like domains
3.30.70.1280	1	4	SP0830-like domains
3.30.70.1290	2	40	Transposase IS200-like
3.30.70.1300	1	3	VC0467-like domains
3.30.70.1320	1	105	Multidrug efflux transporter AcrB pore domain like
3.30.70.1340	1	29	MTH889-like domain
3.30.70.1350	4	28	Cation efflux protein cytoplasmic domain-like 
3.30.70.1360	2	8	mj0159 like domain
3.30.70.1370	1	2	HD domain like
3.30.70.1380	1	1	Transcriptional regulatory protein pf0864 domain like
3.30.70.1390	1	3	ROC domain from the Parkinson's disease-associated leucine-rich repeat kinase 2
3.30.70.1400	7	32	Aminomethyltransferase beta-barrel domains
3.30.70.1410	1	3	yhjk (haloacid dehalogenase-like hydrolase protein) domain
3.30.70.1420	1	51	Structure from the mobile metagenome of cole harbour salt marsh: integron cassette protein hfx_cass1
3.30.70.1430	3	210	Multidrug efflux transporter AcrB pore domain
3.30.70.1440	1	105	Multidrug efflux transporter AcrB pore domain
3.30.70.1450	8	130	TrkA C-terminal domain-like
3.30.70.1470	4	109	Caspase-like 
3.30.70.1480	1	2	GK1464-like
3.30.70.1490	2	12	TM1457-like
3.30.70.1510	1	2	THUMP domain-like
3.30.70.1520	1	8	Heterotetrameric sarcosine oxidase
3.30.70.1530	2	5	Hypothetical protein rpa1041
3.30.70.1550	1	42	Archaeal tRNA CCA-adding enzyme catalytic domain
3.30.70.1560	2	4	Alpha-L RNA-binding motif 
3.30.110.10	3	5	Translation Initiation Factor If3
3.30.110.20	4	35	
3.30.110.30	5	29	C-terminal domain of ProRS
3.30.110.40	5	8	SirA-like
3.30.110.60	1	4	YhbY-like
3.30.110.70	1	20	Hypothetical protein apc22750. Chain B
3.30.110.80	1	9	DNA double-strand break repair nuclease
3.30.160.20	34	428	
3.30.160.40	2	8	Porphobilinogen deaminase (hydroxymethylbilane synthase), C-terminal domain
3.30.160.60	49	239	Classic Zinc Finger
3.30.160.70	5	19	
3.30.160.80	1	3	Amb V allergen
3.30.160.90	1	1	
3.30.160.100	4	20	
3.30.160.110	5	21	Siroheme synthase; domain 2
3.30.160.120	1	2	Hypothetical protein MTH1880
3.30.160.130	1	1	ykff protein like domains
3.30.160.140	1	1	Shew3726-like
3.30.160.150	3	4	Lipoprotein like domain
3.30.160.160	1	10	YegP-like domains
3.30.160.170	1	1	FlaG-like
3.30.160.180	2	3	Putative neuraminyllactose-binding hemagglutinin homolog like domain
3.30.160.190	1	2	atu1810 like domain
3.30.160.210	1	2	DNA double-strand break repair nuclease
3.30.160.220	1	2	Hypothetical protein YoaG
3.30.160.230	1	7	N-acetyl-beta-d-glucosaminidase
3.30.170.10	2	24	Cell cycle regulatory proteins
3.30.190.10	3	241	RuBisCO, small subunit
3.30.190.20	3	26	
3.30.200.20	176	4682	Phosphorylase Kinase; domain 1
3.30.210.10	6	344	Beta Polymerase, domain 3
3.30.230.10	40	1101	
3.30.230.20	2	75	lpxc deacetylase, domain 1
3.30.230.30	1	2	Hypothetical protein yigz, domain 1
3.30.230.40	3	62	Imidazole glycerol phosphate dehydratase; domain 1
3.30.230.60	1	10	Formaldehyde-activating enzyme fae
3.30.230.70	16	239	GHMP Kinase, N-terminal domain
3.30.240.10	1	17	CRO Repressor
3.30.240.20	2	8	bsu07140 like domains
3.30.250.10	2	18	RecA protein, C-terminal domain
3.30.260.10	7	461	GROEL, domain 2
3.30.280.10	1	71	Urease, gamma-subunit
3.30.300.10	8	195	
3.30.300.20	27	422	
3.30.300.30	21	147	
3.30.300.50	3	14	
3.30.300.70	1	1	YhbC-like, N-terminal domain
3.30.300.80	1	12	FLP Recombinase,  lambda integrase-like, N-terminal domain (domain 1)
3.30.300.90	6	9	BolA-like
3.30.300.100	2	7	Hypothetical protein MTH677
3.30.300.110	1	1	Met-10+ protein-like domains
3.30.300.130	4	28	Fe-S cluster assembly (FSCA)
3.30.305.10	1	2	Colicin Ia; domain 2
3.30.310.10	7	156	TATA-Binding Protein
3.30.310.20	1	41	DNA-3-methyladenine glycosylase ii
3.30.310.40	1	27	
3.30.310.50	9	63	Major birch pollen allergen Bet v 1
3.30.310.60	1	28	sm-like archaeal protein, C-terminal domain
3.30.310.70	2	4	TT1751-like
3.30.310.80	7	18	Kinase associated domain 1, KA1
3.30.310.100	1	3	YugN-like domains
3.30.310.110	1	7	XisI-like
3.30.310.120	1	1	Rbstp2229 like protein
3.30.310.130	1	4	Ubiquitin-related
3.30.310.140	1	3	sec7 domains
3.30.342.10	3	199	DNA Polymerase, chain B, domain 1
3.30.350.10	1	13	Subtilisin inhibitor
3.30.360.10	68	1123	Dihydrodipicolinate Reductase; domain 2
3.30.360.20	2	20	
3.30.360.30	1	1	homospermidine synthase like
3.30.360.40	1	1	YwmB-like
3.30.360.50	2	26	S-adenosylmethionine decarboxylase
3.30.365.10	22	386	Aldehyde Oxidoreductase; domain 4
3.30.370.10	2	49	Barnase, subunit D
3.30.379.10	11	133	Chitobiase, domain 2
3.30.380.10	4	214	MS2 Viral Coat Protein
3.30.386.10	2	8	Chitosanase, subunit A, domain 2
3.30.387.10	1	35	Viral Envelope Glycoprotein, domain 3
3.30.390.10	66	1251	Enolase-like, N-terminal domain
3.30.390.30	24	408	
3.30.390.50	9	101	
3.30.390.60	1	3	Heat-inducible transcription repressor hrca homolog; domain 3
3.30.390.70	1	2	Salmonella typhimurium protein
3.30.410.10	2	25	Cholesterol Oxidase; domain 2
3.30.412.10	1	14	Proaerolysin, chain A, domain 2
3.30.413.10	8	130	Sulfite Reductase Hemoprotein, domain 1
3.30.420.10	58	1509	
3.30.420.40	127	1498	
3.30.420.60	8	25	
3.30.420.80	2	376	
3.30.420.100	2	68	
3.30.420.110	4	45	DNA repair protein MutS, domain II
3.30.420.130	6	14	
3.30.420.140	5	13	Ribonuclease H-like (UPF0081)
3.30.420.150	6	61	Exopolyphosphatase. Domain 2
3.30.420.180	3	6	Biosynthetic like domain
3.30.420.190	1	6	conserved archaeal protein q6m145
3.30.428.10	18	184	HIT family, subunit A
3.30.428.20	2	21	Rotavirus NSP2 fragment, C-terminal domain
3.30.428.30	1	2	HIT family -  CDH-like
3.30.429.10	31	537	Macrophage Migration Inhibitory Factor
3.30.430.10	1	2	Killer Toxin P4, subunit A
3.30.450.20	79	549	
3.30.450.30	9	95	Dynein light chain 2a, cytoplasmic
3.30.450.40	43	223	
3.30.450.50	6	18	
3.30.450.60	4	38	
3.30.450.70	5	16	
3.30.450.80	6	54	Pheromone-binding domain of LuxR-like quorum-sensing transcription factors
3.30.450.90	5	35	
3.30.450.130	1	3	irre protein
3.30.457.10	1	32	
3.30.460.10	27	460	Beta Polymerase, domain 2
3.30.460.20	5	56	CorA soluble domain-like
3.30.465.10	25	238	
3.30.470.10	13	154	
3.30.470.20	35	521	ATP-grasp fold, B domain
3.30.470.30	11	65	DNA ligase/mRNA capping enzyme
3.30.479.10	6	86	
3.30.479.20	4	15	Elongation Factor Tu; Chain B, domain 2
3.30.497.10	30	314	Antithrombin, subunit I, domain 2
3.30.499.10	4	40	Aconitase, domain 3
3.30.500.10	15	1161	Murine Class I Major Histocompatibility Complex, H2-DB, subunit A, domain 1
3.30.500.20	1	4	BH3703-like domains
3.30.505.10	49	520	SHC Adaptor Protein
3.30.519.10	2	17	Guanine Nucleotide Dissociation Inhibitor, domain 2
3.30.530.20	56	356	
3.30.540.10	15	357	Fructose-1,6-Bisphosphatase, subunit A, domain 1
3.30.559.10	16	170	Chloramphenicol Acetyltransferase
3.30.560.10	1	6	Glucose Oxidase, domain 3
3.30.565.10	33	697	
3.30.565.30	1	10	
3.30.565.40	2	3	Fervidobacterium nodosum Rt17-B1 like
3.30.572.10	5	525	Thymidylate Synthase, chain A
3.30.590.10	4	342	Glutamine synthetase/guanido kinase
3.30.700.10	5	42	Glycoprotein, Type 4 Pilin
3.30.700.20	1	7	Hypothetical protein ph0010; domain 1
3.30.710.10	21	314	Potassium Channel Kv1.1; Chain A
3.30.720.10	3	13	Signal recognition particle alu RNA binding heterodimer, srp9/1
3.30.730.10	1	3	GCC-box Binding Domain
3.30.740.10	1	77	Protein Inhibitor Of Neuronal Nitric Oxide Synthase;
3.30.750.24	13	49	SpoIIaa-like
3.30.750.44	4	33	
3.30.750.50	1	4	Cell-division inhibitor MinC, N-terminal domain
3.30.750.60	2	21	Endo-alpha-sialidase; domain 1
3.30.750.70	1	7	4-hydroxybutyrate coenzyme  like domains
3.30.750.80	5	22	RNA methyltransferase domain (HRMD) like
3.30.760.10	5	70	RNA Cap, Translation Initiation Factor Eif4e
3.30.780.10	3	11	eIF1-like
3.30.800.10	1	8	Phosphatidylinositol Phosphate Kinase II Beta
3.30.810.10	1	2	2-Layer Sandwich
3.30.830.10	33	616	Cytochrome Bc1 Complex; Chain A, domain 1
3.30.860.10	1	321	30s Ribosomal Protein S19; Chain A
3.30.870.10	9	80	Endonuclease Chain A
3.30.870.20	2	43	Phospholipase D/nuclease; domain 2
3.30.890.10	4	14	Methyl-cpg-binding Protein 2; Chain A
3.30.900.10	2	52	Cell Cycle, Spindle Assembly Checkpoint Protein; Chain A
3.30.910.10	1	3	Protein Binding, Dini Protein; Chain A
3.30.910.20	2	2	OmpH-like (Pfam 03938)
3.30.920.10	3	34	Metal Transport, Frataxin; Chain A
3.30.920.20	1	1	GAS2 domain-like
3.30.920.30	2	2	Hypothetical protein.
3.30.930.10	56	670	Bira Bifunctional Protein; Domain 2
3.30.950.10	13	219	Methyltransferase, Cobalt-precorrin-4 Transmethylase; Domain 2
3.30.960.10	1	1	Translation, Eukaryotic Peptide Chain Release Factor Subunit 1; Chain A, domain 1
3.30.980.10	5	27	Threonyl-trna Synthetase; Chain A, domain 2
3.30.980.20	3	24	Putative mannosyl-3-phosphoglycerate phosphatase; domain 2
3.30.990.10	1	6	Formiminotransferase-cyclodeaminase; Chain B, domain 1
3.30.1010.10	4	145	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 4
3.30.1020.10	2	46	Antioxidant, Horf6; Chain A, domain2
3.30.1030.10	1	13	Methenyltetrahydromethanopterin Cyclohydrolase; Chain A, domain 2
3.30.1040.10	1	8	Carboxypeptidase inhibitor
3.30.1040.20	3	15	
3.30.1050.10	15	100	Nonspecific Lipid-transfer Protein; Chain A
3.30.1060.10	3	21	Peptide methionine sulfoxide reductase
3.30.1070.10	4	8	Cell division protein MinE topological specificity domain
3.30.1110.10	2	44	
3.30.1110.20	2	9	
3.30.1120.10	7	20	
3.30.1120.30	2	126	Polo-box like domain
3.30.1120.40	1	10	SpoVG-like
3.30.1120.50	2	4	Pepsin inhibitor-3 
3.30.1120.60	1	1	Colicin
3.30.1130.10	10	298	
3.30.1140.32	2	318	
3.30.1150.10	4	8	
3.30.1160.10	1	80	
3.30.1170.10	1	4	
3.30.1180.10	7	16	
3.30.1180.20	2	34	Dihydroxyacetone kinase; domain 2
3.30.1190.10	1	1	DNA-binding protein Tfx
3.30.1200.10	2	3	YggU-like
3.30.1220.10	1	5	Hypothetical protein YjiA, C-terminal domain
3.30.1230.10	1	1	YlxR-like
3.30.1240.10	14	49	
3.30.1250.10	3	7	
3.30.1280.10	5	26	
3.30.1300.10	4	120	
3.30.1300.20	2	14	MK0786-like domain
3.30.1300.30	6	28	GSPII I/J protein-like
3.30.1310.10	5	9	
3.30.1310.20	1	1	PRTase-like
3.30.1320.10	2	109	
3.30.1330.10	15	92	
3.30.1330.20	11	213	
3.30.1330.30	23	308	
3.30.1330.40	15	276	
3.30.1330.50	3	175	
3.30.1330.60	11	142	OmpA-like
3.30.1330.70	1	7	Holliday junction resolvase RusA. Chain A
3.30.1330.80	8	31	Hypothetical protein, similar to alpha- acetolactate decarboxylase; domain 2
3.30.1330.90	2	9	D-3-phosphoglycerate dehydrogenase; domain 3
3.30.1330.100	1	4	CofE-like
3.30.1330.110	1	4	BB2672-like
3.30.1330.120	2	6	2-methylcitrate dehydratase PrpD 
3.30.1340.10	4	94	
3.30.1340.20	1	1	Putative transcriptional regulator TM1602, C-terminal domain
3.30.1350.10	2	47	Crambin-like
3.30.1350.20	1	39	Bacteriophage PHI-29 conector. Domain 3
3.30.1360.10	9	357	
3.30.1360.20	4	55	
3.30.1360.30	4	22	
3.30.1360.40	10	131	
3.30.1360.60	3	8	
3.30.1360.70	4	10	
3.30.1360.80	2	23	
3.30.1360.100	1	2	General secretion pathway protein M, EpsM
3.30.1360.110	1	9	Domain 2, Phosphonoacetate Hydrolase
3.30.1360.120	3	35	Probable tRNA modification gtpase trme; domain 1
3.30.1360.130	1	5	Dipeptide transport protein 
3.30.1370.10	27	100	
3.30.1370.20	1	2	
3.30.1370.30	2	229	
3.30.1370.50	5	10	
3.30.1370.60	8	58	Hypothetical oxidoreductase yiak; domain 2
3.30.1370.70	1	5	Hypothetical protein SAV1430
3.30.1370.80	1	4	MoaD-related protein, C-terminal domain
3.30.1380.10	6	59	
3.30.1380.20	5	38	Trafficking protein particle complex subunit 3
3.30.1390.10	3	57	
3.30.1390.20	2	309	
3.30.1390.30	1	26	Penicillin-binding protein 2a; domain 3
3.30.1390.40	1	20	Ribosomal protein L30p/L7e
3.30.1400.10	1	12	Cell-division protein ZipA, C-terminal domain
3.30.1410.10	1	35	GTP cyclohydrolase I feedback regulatory protein, GFRP
3.30.1420.10	3	14	
3.30.1430.10	1	66	
3.30.1440.10	7	92	
3.30.1450.10	2	44	
3.30.1460.10	17	76	
3.30.1460.20	3	57	
3.30.1460.30	1	2	YgaC/TfoX-N like chaperone
3.30.1470.10	2	2	
3.30.1480.10	3	5	Transcription factor NusA, N-terminal domain
3.30.1490.10	2	379	
3.30.1490.20	34	394	ATP-grasp fold, A domain
3.30.1490.30	2	6	
3.30.1490.40	3	14	
3.30.1490.50	2	7	
3.30.1490.70	9	50	
3.30.1490.80	3	11	
3.30.1490.100	9	311	
3.30.1490.110	1	5	
3.30.1490.120	3	69	DNA-directed RNA polymerase ii subunit; domain 1
3.30.1490.130	1	12	D-aminoacylase. Domain 3
3.30.1490.140	1	24	Amyloid beta a4 protein copper binding domain
3.30.1490.150	1	7	Hypothetical protein ph0010; domain 2
3.30.1490.160	1	1	ctc02137 like domains 
3.30.1490.170	1	2	Allophycocyanin linker chain (domain)
3.30.1490.180	1	57	RNA polymerase ii
3.30.1500.10	3	43	
3.30.1510.10	1	34	Domain 2, N(10)-formyltetrahydrofolate synthetase
3.30.1520.10	19	62	PX domain
3.30.1530.10	1	18	manganese catalase, domain 2, chain A
3.30.1540.10	4	96	formyl-coa transferase, domain 3
3.30.1550.10	2	55	Ribosomal protein L11, N-terminal domain
3.30.1560.10	1	17	Mago nashi protein
3.30.1570.10	1	3	YopH tyrosine phosphatase N-terminal domain
3.30.1580.10	1	1	Head-to-tail joining protein W, gpW
3.30.1590.10	1	2	Maltooligosyl trehalose synthase, domain 2
3.30.1600.10	4	47	SIR2/SIRT2 'Small Domain'
3.30.1610.10	3	19	c-terminal autoproteolytic domain of nucleoporin nup98
3.30.1620.10	1	4	b-12 dependent (class ii) ribonucleotide reductase, Chain A, Domain 2
3.30.1640.10	3	10	mini-chromosome maintenance (MCM) complex, chain A, domain 1
3.30.1650.10	1	25	Bifunctional carbon monoxide dehydrogenase/acetyl-coa synthase(codh/acs), Chain M, domain 3
3.30.1660.10	7	150	Flavin-binding protein dodecin
3.30.1670.10	1	1	3-mercaptopyruvate sulfurtransferase, domain 3
3.30.1680.10	7	18	ligand-binding face of the semaphorins, domain 2
3.30.1690.10	3	9	TcpA-like pilin
3.30.1700.10	2	75	lpxc deacetylase, domain 2
3.30.1710.10	2	5	top7, de novo designed protein
3.30.1730.10	1	27	amp nucleosidase, domain 1
3.30.1740.10	5	32	first zn-finger domain of poly(adp-ribose) polymerase-1
3.30.1750.10	1	6	Hemolytic lectin CEL-III, C-terminal domain
3.30.1760.10	1	1	Conserved hypothetical protein from pyrococcus furiosus pfu- 392566-001, domain 2
3.30.1770.10	1	25	TPR 1 domain of DNA polymerase
3.30.1780.10	4	18	ornithine cyclodeaminase, domain 1
3.30.1790.10	1	1	hypothetical protein mp506/mpn330, domain 2
3.30.1810.10	1	1	YdfO-like
3.30.1820.10	1	1	Lp2179-like
3.30.1830.10	1	1	YehR-like
3.30.1840.10	2	5	polyphosphate kinase like
3.30.1850.10	1	10	MoCo carrier protein-like
3.30.1860.10	1	4	uncharacterized conserved protein from methanopyrus kandleri domain like
3.30.1870.10	1	4	EreA-like; domain 2
3.30.1880.10	1	1	protein ne1242 domain like
3.30.1890.10	4	41	FepE-like
3.30.1900.10	1	2	glyoxalase-related enzyme like domain
3.30.1910.10	1	1	so0334 like domain
3.30.1920.10	3	9	Baseplate protein-like domains - 2 layer sandwich fold
3.30.1930.10	1	1	capsid protein of prophage domain
3.30.1940.10	1	4	Myf domain
3.30.1950.10	1	24	wza like domain
3.30.1960.10	3	11	SSo0622-like
3.30.1970.10	1	2	AF2331-like
3.30.1980.10	1	1	Hypothetical protein Ta1206
3.30.1990.10	1	1	CbiD-like
3.30.2000.10	1	6	Phage tail protein-like
3.30.2010.10	2	12	Metalloproteases ("zincins"), catalytic domain
3.30.2020.10	1	2	NE0471 N-terminal domain-like
3.30.2030.10	1	1	YwmB-like
3.30.2040.10	1	3	PSTPO5379-like domain
3.30.2050.10	1	25	photosynthetic oxygen evolving center domain
3.30.2060.10	1	1	Penicillin-binding protein 1b domain
3.30.2070.10	1	8	Formate dehydrogenase/DMSO reductase,
3.30.2080.10	1	40	GH92 mannosidase domain
3.30.2090.10	2	210	Multidrug efflux transporter AcrB TolC docking domain; DN and DC subdomains 
3.30.2110.10	1	1	CbiD-like 
3.30.2120.10	1	2	Bacillus phage protein
3.30.2130.10	2	5	VC0802-like
3.30.2140.10	3	35	Arylamine N-acetyltransferase
3.30.2150.10	1	1	Fibrillarin homologue
3.30.2160.10	2	20	Hect, E3 ligase catalytic domain
3.30.2170.10	1	2	archaeoglobus fulgidus dsm 4304 superfamily
3.30.2180.10	1	2	ATP12-like
3.30.2190.10	1	2	PG1857-like
3.30.2200.10	1	2	histidine kinase doma clostridium symbiosum atcc 14940
3.30.2210.10	1	4	Integron cassette protein superfamily
3.30.2220.10	1	2	rbstp2171 
3.30.2230.10	2	12	DUSP-like
3.30.2240.10	1	9	mRNA decapping enzyme DcpS N-terminal domain
3.30.2250.10	1	3	Bifunctional DNA primase/polymerase domain
3.30.2260.10	1	8	ERH-like superfamily
3.30.2270.10	1	8	Folate-binding superfamily
3.30.2280.10	1	1	Hypothetical protein (hspc210)
3.30.2290.10	3	8	PmbA/TldD superfamily
3.30.2300.10	2	3	THUMP superfamily
3.30.2310.10	1	2	YaeB-like
3.30.2310.20	8	60	RelE-like
3.30.2320.10	2	37	hypothetical protein PF0899 domain
3.30.2320.20	2	3	Class I aminoacyl-tRNA synthetases (RS)
3.30.2330.10	2	21	arginine biosynthesis bifunctional protein suprefamily
3.30.2330.20	1	17	family 98 glycoside hydrolase
3.30.2340.10	1	5	tRNA pseudouridine synthase TruD
3.30.2350.10	8	49	Pseudouridine synthase
3.30.2360.10	1	5	Glyceraldehyde-3-phosphate dehydrogenase-like domain
3.30.2370.10	1	4	putative pyruvate dehydrogenase
3.30.2380.10	2	4	PF0523-like
3.30.2390.10	1	1	TTHA1013-like
3.30.2400.10	1	35	Major capsid protein gp5
3.30.2410.10	2	20	Hect, E3 ligase catalytic domain
3.30.2420.10	1	1	TonB 
3.30.2430.10	1	17	phosphothreonine lyase
3.30.2440.10	1	2	Secreted effector protein SifA
3.30.2450.10	1	1	Secreted effector protein pipB2
3.30.2460.10	1	2	Endo-n-acetylneuraminidase domain
3.40.5.10	2	206	Ribosomal Protein L9, domain 1
3.40.5.20	1	1	PriA/YqbF domain
3.40.5.30	1	2	(Trans)glycosidases - domain 2
3.40.10.10	2	5	DNA Methylphosphotriester Repair Domain
3.40.20.10	23	245	Severin
3.40.30.10	277	3061	Glutaredoxin
3.40.30.20	2	10	
3.40.30.30	1	1	Hypothetical protein sa0798.
3.40.30.40	1	15	Perfringolysin
3.40.33.10	10	52	Pathogenesis-related Protein p14a
3.40.35.10	4	14	Fructose Permease
3.40.47.10	48	1383	
3.40.50.20	37	435	
3.40.50.40	4	152	
3.40.50.80	20	243	Nucleotide-binding domain of ferredoxin-NADP reductase (FNR) module
3.40.50.140	3	36	
3.40.50.150	222	1633	Vaccinia Virus protein VP39
3.40.50.170	9	108	Formyltransferase
3.40.50.180	1	4	
3.40.50.200	23	381	
3.40.50.220	1	3	
3.40.50.261	6	80	Succinyl-CoA synthetase domains
3.40.50.280	7	88	Cobalamin (vitamin B12)-binding domain
3.40.50.300	400	6106	P-loop containing nucleotide triphosphate hydrolases
3.40.50.360	48	609	
3.40.50.410	23	324	
3.40.50.450	20	228	
3.40.50.460	7	89	
3.40.50.510	9	47	
3.40.50.620	115	1244	HUPs
3.40.50.670	2	16	
3.40.50.700	2	107	
3.40.50.720	538	8249	NAD(P)-binding Rossmann-like Domain
3.40.50.740	10	68	
3.40.50.790	3	13	
3.40.50.800	20	175	Class II aaRS ABD-related
3.40.50.850	21	141	
3.40.50.880	54	705	
3.40.50.920	12	221	
3.40.50.960	6	480	
3.40.50.970	48	1164	
3.40.50.980	12	48	
3.40.50.1000	123	1016	
3.40.50.1010	22	103	5'-nuclease
3.40.50.1070	1	16	
3.40.50.1100	37	848	
3.40.50.1110	26	159	
3.40.50.1170	4	152	
3.40.50.1220	27	514	TPP-binding domain
3.40.50.1240	31	333	Phosphoglycerate mutase-like
3.40.50.1260	6	134	
3.40.50.1360	20	175	
3.40.50.1370	20	717	
3.40.50.1380	8	118	
3.40.50.1390	7	44	
3.40.50.1400	10	176	
3.40.50.1440	6	155	
3.40.50.1450	4	13	HybD-like
3.40.50.1460	15	321	
3.40.50.1470	2	51	
3.40.50.1480	2	111	
3.40.50.1580	20	1068	
3.40.50.1700	5	52	
3.40.50.1760	2	15	
3.40.50.1780	1	2	
3.40.50.1820	184	2495	
3.40.50.1860	15	147	
3.40.50.1910	3	17	
3.40.50.1950	6	51	
3.40.50.1970	13	128	
3.40.50.1980	73	735	Nitrogenase molybdenum iron protein domain
3.40.50.2000	59	1079	Glycogen Phosphorylase B;
3.40.50.2020	35	533	
3.40.50.2030	5	115	
3.40.50.2060	5	25	
3.40.50.2300	319	1807	
3.40.50.7700	2	134	
3.40.50.9100	3	454	
3.40.50.9200	1	1	Hypothetical protein MTH538
3.40.50.10010	1	6	
3.40.50.10050	2	4	
3.40.50.10070	1	20	
3.40.50.10090	10	32	
3.40.50.10110	1	3	DNA polymerase III chi subunit
3.40.50.10130	3	12	
3.40.50.10140	6	33	
3.40.50.10150	4	40	B12-dependent dehydatase associated subunit
3.40.50.10160	1	2	Hypothetical protein MTH777 (MT0777)
3.40.50.10170	5	10	
3.40.50.10180	1	5	
3.40.50.10190	40	245	
3.40.50.10210	2	50	
3.40.50.10220	1	3	DNA polymerase III psi subunit
3.40.50.10230	3	17	Precorrin-8X methylmutase CbiC/CobH
3.40.50.10240	2	10	Thiamin pyrophosphokinase, domain 1
3.40.50.10260	4	47	YjeF N-terminal domain-like
3.40.50.10280	1	6	Methylene tetrahydromethanopterin dehydrogenase; domain 1
3.40.50.10300	4	16	CoaB-like
3.40.50.10310	3	87	Creatininase
3.40.50.10320	3	20	LmbE-like
3.40.50.10330	10	105	Probable inorganic polyphosphate/atp-NAD kinase; domain 1
3.40.50.10350	1	4	Glycerate kinase; domain 1
3.40.50.10360	1	3	Hypothetical protein TT1679
3.40.50.10380	3	85	Aminoacid dehydrogenase-like, N-terminal domain. Chain A
3.40.50.10390	1	5	Gingipain r; domain 1
3.40.50.10400	1	2	Hypothetical protein PA1492
3.40.50.10420	5	17	NagB/RpiA/CoA transferase-like
3.40.50.10440	5	40	Dihydroxyacetone kinase; domain 1
3.40.50.10470	4	49	Translation initiation factor eif-2b; domain 2
3.40.50.10480	2	3	Probable brix-domain ribosomal biogenesis protein
3.40.50.10490	45	610	Glucose-6-phosphate isomerase like protein; domain 1
3.40.50.10540	4	92	Crotonobetainyl-coa:carnitine coa-transferase; domain 1
3.40.50.10550	1	3	Hypothetical protein af1403; domain 2
3.40.50.10580	6	19	v-type atp synthase like domains
3.40.50.10590	1	3	Zn-dependent exopeptidases 
3.40.50.10600	1	4	SpoIIaa-like domains
3.40.50.10610	1	8	XCC0632-like
3.40.50.10620	1	2	PH0156-like domains
3.40.50.10630	1	1	Uracil-DNA glycosylase-like
3.40.50.10640	1	2	SSO1389-like 
3.40.50.10660	2	6	PrpR receptor domain-like
3.40.50.10670	1	2	af2093 domain
3.40.50.10680	1	10	CofD-like domains
3.40.50.10690	1	2	putative lor/sdh protein like domains
3.40.50.10700	2	4	AF0625-like
3.40.50.10710	1	2	Metallo-hydrolase/oxidoreductase
3.40.50.10720	1	1	CbiD-like domains 
3.40.50.10730	1	16	Urocanase like domains
3.40.50.10740	5	55	Class I glutamine amidotransferase-like
3.40.50.10750	1	24	Isocitrate/Isopropylmalate dehydrogenase-like
3.40.50.10760	2	2	Reovirus core
3.40.50.10770	2	3	Hypothetical protein VC1899 like domain (Restriction endonuclease-like)
3.40.50.10780	1	5	Dipeptide transport protein
3.40.50.10790	3	70	Hypothetical protein (ph0463)
3.40.50.10800	5	12	NadA-like
3.40.50.10810	2	4	Tandem AAA-ATPase domain
3.40.50.10820	1	3	Inositol 1,3,4-trisphosphate 5/6-kinase domain
3.40.50.10830	1	54	F420-dependent methylenetetrahydromethanopterin dehydrogenase (MTD)
3.40.50.10840	1	4	YgbK-like family 
3.40.50.10850	1	1	Ntrc-like two-domain protein.
3.40.50.10860	21	374	Leucine Dehydrogenase, chain A, domain 1
3.40.50.10870	1	6	Glycosyl hydrolase family 3
3.40.80.10	10	229	Lysozyme
3.40.91.10	4	39	
3.40.91.20	4	25	
3.40.91.30	2	27	
3.40.109.10	36	231	NADH Oxidase
3.40.109.30	1	1	putative nitroreductase (tm1586), domain 2
3.40.120.10	24	159	Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3
3.40.140.10	20	235	Cytidine Deaminase, domain 2
3.40.140.20	3	50	
3.40.140.30	1	1	Hypothetical protein TM1506
3.40.190.10	296	3669	Periplasmic binding protein-like II
3.40.190.80	16	344	
3.40.190.90	2	13	
3.40.190.100	1	2	Glycine betaine-binding periplasmic protein; domain 2
3.40.190.120	2	23	Osmoprotection protein (prox); domain 2
3.40.198.10	2	16	CytB endotoxin-like
3.40.210.10	1	19	PVUII Endonuclease, subunit A
3.40.220.10	21	198	Leucine Aminopeptidase, subunit E, domain 1
3.40.225.10	12	109	L-fuculose-1-phosphate Aldolase
3.40.228.10	9	104	Dimethylsulfoxide Reductase, domain 2
3.40.250.10	48	217	Oxidized Rhodanese, domain 1
3.40.275.10	1	16	L-fucose Isomerase; Chain A, domain 2
3.40.309.10	29	942	Aldehyde Dehydrogenase; Chain A, domain 2
3.40.350.10	15	104	Creatinase/prolidase N-terminal domain
3.40.366.10	7	39	Malonyl-Coenzyme A Acyl Carrier Protein, domain 2
3.40.367.20	5	108	
3.40.390.10	20	508	Collagenase (Catalytic Domain)
3.40.390.30	3	7	Metalloproteases ("zincins"), catalytic domain
